GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
110,1.0,no,-0.015,-0.013
111,1.0,no,-0.015,-0.013
198,0.8809523809523809,no,-0.013,-0.012
200,0.8809523809523809,no,-0.013,-0.012
218,1.0,no,-0.014,-0.014
334,0.8650793650793651,no,-0.004,-0.006
476,0.7380952380952381,no,0.011,0.007
586,0.6984126984126984,no,-0.009,-0.012
611,0.7698412698412699,no,-0.013,-0.011
615,0.6984126984126984,no,-0.009,-0.012
699,0.9682539682539683,no,-0.009,-0.01
857,0.6666666666666666,no,-0.016,-0.018
890,0.5634920634920635,no,0.008,0.001
918,0.6666666666666666,no,-0.016,-0.018
1094,0.3888888888888889,no,0.007,0.0
1096,0.7619047619047619,no,-0.003,-0.006
1172,1.0,no,-0.016,-0.015
1186,1.0,no,-0.014,-0.014
1352,0.9920634920634921,no,-0.014,-0.016
1371,0.4444444444444444,no,0.01,0.001
1601,0.3492063492063492,no,0.015,0.007
1711,0.4444444444444444,no,0.01,0.001
1827,0.5079365079365079,no,-0.007,-0.01
2002,0.6349206349206349,no,-0.009,-0.012
2100,0.47619047619047616,no,0.013,0.006
2313,0.7619047619047619,no,-0.008,-0.006
2378,0.47619047619047616,no,-0.002,-0.006
2403,1.0,no,0.004,0.003
2412,1.0,no,-0.007,-0.007
2445,0.6507936507936508,no,-0.007,-0.01
2663,0.47619047619047616,no,-0.006,-0.009
2731,0.8650793650793651,no,0.006,0.004
2927,0.48412698412698413,no,0.013,0.005
2958,0.48412698412698413,no,0.013,0.005
3159,0.7380952380952381,no,-0.004,-0.007
3189,0.09523809523809523,no,-0.007,0.007
3289,0.46825396825396826,no,-0.005,-0.009
3499,0.9841269841269841,no,-0.001,-0.002
3531,0.9523809523809523,no,-0.007,-0.008
3579,0.9841269841269841,no,-0.001,-0.002
3682,0.5476190476190477,no,0.004,-0.001
3687,0.16666666666666666,no,-0.003,0.007
3889,0.9841269841269841,no,-0.001,-0.002
3985,0.753968253968254,no,-0.004,-0.007
4017,1.0,no,0.002,0.003
4106,0.6507936507936508,no,0.01,0.005
4118,0.9047619047619048,no,0.011,0.01
4425,0.5714285714285714,no,-0.005,-0.009
4467,0.9126984126984127,no,0.01,0.012
4513,0.9523809523809523,no,-0.007,-0.008
4539,0.9523809523809523,no,-0.007,-0.008
4798,0.753968253968254,no,-0.004,-0.007
4829,0.5396825396825397,no,0.007,0.001
4868,0.6825396825396826,no,0.003,0.0
4883,1.0,no,0.007,0.007
4953,0.753968253968254,no,-0.004,-0.007
4954,0.16666666666666666,no,-0.003,0.007
4966,0.9841269841269841,no,-0.001,-0.002
4971,0.16666666666666666,no,-0.003,0.007
5032,0.8888888888888888,no,-0.015,-0.017
5044,1.0,no,-0.01,-0.011
5135,0.6825396825396826,no,0.003,0.0
5357,1.0,no,-0.006,-0.007
5397,0.8174603174603174,no,0.012,0.015
5425,0.8888888888888888,no,-0.015,-0.017
5483,0.8888888888888888,no,-0.015,-0.017
5508,0.20634920634920634,no,-0.015,-0.012
5635,0.8333333333333334,no,0.012,0.015
5711,0.8333333333333334,no,0.012,0.015
5772,0.20634920634920634,no,-0.009,-0.003
5792,0.20634920634920634,no,-0.009,-0.003
5824,0.5396825396825397,no,-0.006,-0.01
5867,0.5396825396825397,no,-0.006,-0.01
6126,1.0,no,-0.002,-0.003
6291,0.4365079365079365,no,0.001,-0.006
6349,0.4365079365079365,no,0.001,-0.006
6524,0.7142857142857143,no,-0.004,-0.007
6723,1.0,no,-0.007,-0.008
6812,0.5952380952380952,no,0.002,-0.002
7077,0.4523809523809524,no,-0.003,-0.008
7158,0.4523809523809524,no,-0.003,-0.008
7174,0.8412698412698413,no,-0.012,-0.013
7395,0.8412698412698413,no,-0.012,-0.013
7508,0.8412698412698413,no,-0.012,-0.013
7701,1.0,no,-0.014,-0.016
7848,0.8015873015873016,no,-0.001,-0.004
7921,0.47619047619047616,no,0.009,0.003
7924,0.8174603174603174,no,-0.001,-0.004
8054,1.0,no,-0.004,-0.003
8145,0.3253968253968254,no,-0.006,-0.011
8168,0.2777777777777778,no,0.003,-0.003
8246,0.47619047619047616,no,0.009,0.003
8327,0.47619047619047616,no,0.009,0.003
8337,0.6825396825396826,no,-0.014,-0.016
8418,0.5793650793650794,no,-0.013,-0.016
8491,0.2222222222222222,no,-0.004,0.002
8719,0.8888888888888888,no,-0.015,-0.017
8850,0.42063492063492064,no,0.001,-0.004
8941,1.0,no,-0.0,-0.0
8959,0.753968253968254,no,0.007,0.004
9029,0.5555555555555556,no,-0.004,-0.008
9186,0.5793650793650794,no,-0.013,-0.016
9201,0.5238095238095238,no,-0.003,-0.007
9368,0.5793650793650794,no,-0.013,-0.016
9427,0.5555555555555556,no,-0.004,-0.008
9497,0.5714285714285714,no,-0.002,-0.006
9511,0.5793650793650794,no,-0.013,-0.016
9549,0.5238095238095238,no,-0.003,-0.007
9596,0.7222222222222222,no,-0.004,-0.007
9641,0.5793650793650794,no,-0.013,-0.016
9654,0.6746031746031746,no,0.003,0.0
9839,0.5238095238095238,no,-0.012,-0.015
9900,0.5238095238095238,no,-0.012,-0.015
9996,0.5238095238095238,no,-0.012,-0.015
10052,0.6587301587301587,no,-0.007,-0.01
