GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
10728,0.047619047619047616,yes,-0.022,-0.011
24769,0.047619047619047616,yes,-0.021,-0.012
24771,0.03968253968253968,yes,-0.02,-0.012
25865,0.03968253968253968,yes,-0.02,-0.011
33516,0.023809523809523808,yes,-0.004,0.029
33914,0.015873015873015872,yes,-0.007,0.03
35094,0.03968253968253968,yes,0.02,0.09
35181,0.03968253968253968,yes,0.02,0.09
35747,0.03968253968253968,yes,0.019,0.07
35976,0.03968253968253968,yes,0.02,0.075
36155,0.03968253968253968,yes,0.02,0.075
36346,0.007936507936507936,yes,-0.001,0.052
36393,0.007936507936507936,yes,-0.001,0.052
36405,0.007936507936507936,yes,-0.001,0.052
36411,0.023809523809523808,yes,-0.002,0.043
36654,0.03968253968253968,yes,0.026,0.083
36685,0.03968253968253968,yes,0.026,0.083
36778,0.023809523809523808,yes,0.025,0.102
37348,0.023809523809523808,yes,0.027,0.109
37459,0.031746031746031744,yes,0.006,0.053
37670,0.023809523809523808,yes,0.015,0.099
38129,0.03968253968253968,yes,-0.016,0.002
39440,0.03968253968253968,yes,-0.016,0.002
39626,0.03968253968253968,yes,-0.016,0.002
55307,0.047619047619047616,yes,-0.013,0.007
68810,0.007936507936507936,yes,-0.02,-0.012
71421,0.03968253968253968,yes,-0.004,0.024
71772,0.047619047619047616,yes,0.007,0.041
71826,0.047619047619047616,yes,-0.01,0.01
72385,0.03968253968253968,yes,-0.008,0.017
72838,0.031746031746031744,yes,0.004,0.046
73306,0.031746031746031744,yes,0.004,0.046
74139,0.03968253968253968,yes,-0.009,0.019
74862,0.023809523809523808,yes,-0.013,0.012
75112,0.023809523809523808,yes,-0.006,0.039
75117,0.047619047619047616,yes,-0.005,0.017
75127,0.031746031746031744,yes,-0.009,0.011
75508,0.03968253968253968,yes,-0.008,0.021
75715,0.047619047619047616,yes,-0.02,-0.005
77887,0.031746031746031744,yes,0.013,0.07
77933,0.047619047619047616,yes,-0.01,0.017
77985,0.023809523809523808,yes,-0.006,0.035
78239,0.047619047619047616,yes,-0.01,0.017
78288,0.047619047619047616,yes,-0.01,0.017
78301,0.023809523809523808,yes,-0.006,0.035
78852,0.007936507936507936,yes,-0.013,0.025
79848,0.03968253968253968,yes,-0.008,0.01
81499,0.007936507936507936,yes,-0.02,0.006
81840,0.047619047619047616,yes,-0.017,-0.006
82085,0.007936507936507936,yes,-0.015,0.017
82248,0.03968253968253968,yes,-0.017,-0.002
85781,0.047619047619047616,yes,0.01,0.047
86771,0.03968253968253968,yes,-0.016,-0.001
93789,0.03968253968253968,yes,-0.006,0.008
95050,0.047619047619047616,yes,-0.008,0.014
96096,0.023809523809523808,yes,-0.014,0.016
96237,0.007936507936507936,yes,-0.019,0.025
