GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene-NDUFV1_69298519,0.01948051948051948,yes,0.011,0.031
gene-IGF2_80157313,0.021645021645021644,yes,0.016,0.055
gene-PIK3C2A_83288404,0.0367965367965368,yes,0.001,0.033
gene-PIK3C2A_83288816,0.017316017316017316,yes,0.026,0.068
gene-PIK3C2A_83291589,0.010822510822510822,yes,-0.001,0.03
gene-PIK3C2A_83302247,0.010822510822510822,yes,0.002,0.033
gene-LOC116513013_89321298,0.015151515151515152,yes,0.001,0.031
gene-NFKBIA_128350420,0.0021645021645021645,yes,0.005,0.055
gene-FOS_131479700,0.02813852813852814,yes,-0.006,0.046
gene-FOS_131479724,0.030303030303030304,yes,-0.005,0.042
gene-FOXN3_139130470,0.045454545454545456,yes,0.007,0.026
gene-XRCC3_149009348,0.015151515151515152,yes,0.062,0.122
gene-HIF1A_154070464,0.015151515151515152,yes,0.012,0.063
gene-INSR_166109368,0.01948051948051948,yes,0.001,0.02
gene-ATP5F1D_175086965,0.010822510822510822,yes,0.024,0.088
gene-GADD45B_186466105,0.012987012987012988,yes,0.024,0.101
gene-LOC116502538_876503,0.017316017316017316,yes,0.012,0.044
gene-NR4A1_28310789,0.008658008658008658,yes,0.037,0.098
gene-SPATA20_51223907,0.004329004329004329,yes,0.005,0.052
gene-JAK2_75059757,0.049783549783549784,yes,0.01,0.037
gene-MAP3K1_121713512,0.03896103896103896,yes,0.012,0.04
gene-ATP5F1A_142028312,0.02813852813852814,yes,-0.004,0.008
gene-IGF2R_58982965,0.006493506493506494,yes,0.042,0.084
gene-IGF2R_59025979,0.03463203463203463,yes,0.009,0.035
gene-MPO_118637004,0.0021645021645021645,yes,0.023,0.085
gene-NUP88_122777754,0.017316017316017316,yes,0.0,0.02
gene-LOC116509241_99174245,0.04329004329004329,yes,-0.024,0.011
gene-HSPH1_24404921,0.008658008658008658,yes,-0.004,0.019
gene-HSPH1_24412139,0.012987012987012988,yes,-0.005,0.019
gene-HSPA13_45589746,0.0021645021645021645,yes,0.0,0.054
gene-HSPA13_45591271,0.004329004329004329,yes,-0.008,0.033
gene-LOC116510618_59081376,0.004329004329004329,yes,-0.002,0.04
gene-SLC6A12_17196137,0.012987012987012988,yes,0.004,0.036
gene-AMDHD1_37676659,0.017316017316017316,yes,0.028,0.056
gene-RAB3IP_47768277,0.030303030303030304,yes,-0.005,0.007
gene-PRKDC_36369042,0.049783549783549784,yes,-0.013,0.012
gene-PRKDC_36411215,0.03463203463203463,yes,0.009,0.054
gene-RAD54B_53660338,0.006493506493506494,yes,0.005,0.048
gene-RAD54B_53664004,0.006493506493506494,yes,0.015,0.061
gene-RAD54B_53668476,0.004329004329004329,yes,0.014,0.062
gene-RAD54B_53668500,0.010822510822510822,yes,-0.049,0.009
gene-RAD54B_53672176,0.008658008658008658,yes,0.011,0.062
gene-PYROXD2_25921051,0.006493506493506494,yes,0.024,0.085
gene-PYROXD2_25925545,0.008658008658008658,yes,-0.0,0.082
gene-GIGYF2_28520126,0.0021645021645021645,yes,0.031,0.107
gene-GIGYF2_28520735,0.0021645021645021645,yes,0.027,0.113
gene-D2HGDH_32718247,0.017316017316017316,yes,0.028,0.09
gene-PRDX6_12002316,0.012987012987012988,yes,0.014,0.048
gene-FOXA3_1884906,0.021645021645021644,yes,0.001,0.018
gene-PGK1_37400235,0.03896103896103896,yes,-0.005,0.012
gene-LOC116516566_18466425,0.047619047619047616,yes,0.01,0.034
gene-SDHD_48077603,0.02813852813852814,yes,0.002,0.023
gene-SDHD_48080392,0.010822510822510822,yes,-0.012,0.012
gene-LOC116517450_1807097,0.02813852813852814,yes,0.021,0.044
gene-LOC116517450_1810567,0.01948051948051948,yes,-0.012,-0.002
gene-PIK3CD_6025333,0.025974025974025976,yes,-0.011,0.05
gene-AIFM2_13459250,0.025974025974025976,yes,0.006,0.04
gene-INPP5A_48757115,0.03896103896103896,yes,0.013,0.081
gene-INPP5A_48843477,0.008658008658008658,yes,0.005,0.054
gene-CCS_9246067,0.010822510822510822,yes,0.032,0.074
