GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene-IGF2,0.032467532467532464,yes,0.316,0.352
gene-LOC116513013,0.010822510822510822,yes,0.189,0.2
gene-NFKBIA,0.006493506493506494,yes,0.214,0.245
gene-GADD45B,0.010822510822510822,yes,0.312,0.36
gene-DNAJC22,0.04112554112554113,yes,0.132,0.136
gene-SPATA20,0.004329004329004329,yes,0.473,0.529
gene-GPX3,0.047619047619047616,yes,0.291,0.306
gene-ATP5F1A,0.023809523809523808,yes,0.296,0.305
gene-HSPH1,0.006493506493506494,yes,0.338,0.372
gene-HSPA13,0.023809523809523808,yes,0.198,0.217
gene-LOC116510618,0.0021645021645021645,yes,0.161,0.183
gene-SLC6A12,0.015151515151515152,yes,0.48,0.521
gene-AMDHD1,0.017316017316017316,yes,0.386,0.419
gene-RAB3IP,0.0367965367965368,yes,0.38,0.392
gene-RAD54B,0.008658008658008658,yes,0.17,0.188
gene-GIGYF2,0.010822510822510822,yes,0.386,0.485
gene-D2HGDH,0.02813852813852814,yes,0.331,0.379
gene-PRDX6,0.023809523809523808,yes,0.142,0.153
gene-RPS6KA1,0.0367965367965368,yes,0.16,0.166
gene-PGK1,0.03463203463203463,yes,0.177,0.187
gene-LOC116516566,0.04329004329004329,yes,0.353,0.368
gene-LOC116517450,0.012987012987012988,yes,0.432,0.441
gene-PIK3CD,0.015151515151515152,yes,0.051,0.054
gene-TSC1,0.03463203463203463,yes,0.495,0.506
