GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene-NDUFS1_4707892,0.3051948051948052,no,-0.001,-0.004
gene-NDUFS1_4714423,0.7251082251082251,no,-0.002,-0.004
gene-NDUFS1_4714483,0.2683982683982684,no,0.031,0.022
gene-NDUFS1_4714490,0.2857142857142857,no,0.031,0.022
gene-WDR12_7270042,0.16017316017316016,no,0.023,0.07
gene-NDUFB3_8245985,0.4004329004329004,no,-0.031,-0.009
gene-NDUFB3_8246061,0.829004329004329,no,0.01,0.008
gene-NR4A2_34955839,0.7922077922077922,no,-0.043,-0.028
gene-NR4A2_34960404,0.2554112554112554,no,0.033,0.015
gene-GSTP1_69283845,0.9913419913419913,no,0.03,0.031
gene-NDUFV1_69294592,0.7662337662337663,no,-0.012,-0.011
gene-NDUFV1_69294608,0.7813852813852814,no,0.039,0.035
gene-NDUFV1_69294623,0.6017316017316018,no,0.005,0.002
gene-NDUFV1_69298519,0.01948051948051948,yes,0.011,0.031
gene-NDUFV1_69298625,0.19696969696969696,no,-0.006,0.018
gene-SIRT3_72506088,0.8528138528138528,no,0.015,0.013
gene-DRD4_76374313,0.9372294372294372,no,0.082,0.079
gene-DRD4_76398381,0.6558441558441559,no,-0.04,-0.029
gene-DRD4_76398576,0.6298701298701299,no,-0.042,-0.03
gene-IGF2_80157313,0.021645021645021644,yes,0.016,0.055
gene-PIK3C2A_83275041,0.9696969696969697,no,-0.003,-0.004
gene-PIK3C2A_83275160,0.4134199134199134,no,-0.179,-0.287
gene-PIK3C2A_83275499,0.1471861471861472,no,-0.0,0.019
gene-PIK3C2A_83288404,0.0367965367965368,yes,0.001,0.033
gene-PIK3C2A_83288816,0.017316017316017316,yes,0.026,0.068
gene-PIK3C2A_83291416,0.4004329004329004,no,-0.701,-0.83
gene-PIK3C2A_83291589,0.010822510822510822,yes,-0.001,0.03
gene-PIK3C2A_83294436,0.23160173160173161,no,0.037,0.053
gene-PIK3C2A_83298427,0.23160173160173161,no,0.037,0.053
gene-PIK3C2A_83302247,0.010822510822510822,yes,0.002,0.033
gene-PIK3C2A_83307694,0.2532467532467532,no,0.037,0.052
gene-PIK3C2A_83307723,0.22943722943722944,no,0.037,0.053
gene-PIK3C2A_83307759,0.7207792207792207,no,0.066,0.059
gene-PIK3C2A_83315397,0.9264069264069265,no,-0.002,-0.001
gene-LOC116513013_89321298,0.015151515151515152,yes,0.001,0.031
