GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene-NDUFS1,0.9112554112554112,no,0.021,0.02
gene-WDR12,0.049783549783549784,yes,0.026,0.041
gene-NDUFB3,0.8441558441558441,no,0.015,0.013
gene-ATF2,1.0,no,0.0,0.0
gene-NR4A2,0.9047619047619048,no,-0.065,-0.068
gene-MRAS,0.047619047619047616,yes,0.013,0.025
gene-IGFBP2,0.5194805194805194,no,0.028,0.033
gene-MAX,0.2922077922077922,no,-0.006,0.018
gene-NDUFS8,0.38095238095238093,no,0.028,0.022
gene-RPS6KB2,0.9675324675324676,no,0.005,0.004
gene-GSTP1,0.7727272727272727,no,0.009,0.007
gene-NDUFV1,0.5822510822510822,no,0.004,0.002
gene-LOC116505343,1.0,no,0.0,0.0
gene-SIRT3,0.0735930735930736,no,0.023,0.036
gene-RNH1,0.44155844155844154,no,0.044,0.059
gene-DRD4,0.5757575757575758,no,-0.042,-0.028
gene-IGF2,0.012987012987012988,yes,0.01,0.035
gene-LOC116512145,1.0,no,0.0,0.0
gene-PIK3C2A,0.5432900432900433,no,0.014,0.02
gene-LOC116513013,0.12987012987012986,no,0.014,0.021
gene-LIN7C,0.8636363636363636,no,0.009,0.008
gene-CCND1,0.854978354978355,no,0.045,0.042
gene-LOC116514261,0.8722943722943723,no,0.027,0.028
gene-DDB2,1.0,no,0.0,0.0
gene-NDUFS3,0.0021645021645021645,yes,-0.004,0.043
gene-RAD51B,0.23809523809523808,no,0.062,0.086
gene-LOC116505938,0.9393939393939394,no,-0.011,-0.017
gene-NDUFAF1,0.9978354978354979,no,0.006,0.005
gene-RAD51,1.0,no,0.039,0.04
gene-NFKBIA,0.0021645021645021645,yes,0.004,0.077
gene-FOXA1,0.47619047619047616,no,0.016,0.023
gene-ISCA2,0.577922077922078,no,0.042,0.036
gene-FOS,0.030303030303030304,yes,0.007,0.039
gene-TSHR,0.6125541125541125,no,0.075,0.067
gene-FOXN3,0.08008658008658008,no,0.009,0.022
gene-RPS6KA5,0.21212121212121213,no,-0.057,-0.083
gene-NDUFB1,0.5670995670995671,no,0.028,0.033
gene-HSP90AA1,0.012987012987012988,yes,0.014,0.043
gene-MOK,0.7424242424242424,no,0.02,0.026
gene-XRCC3,0.012987012987012988,yes,0.025,0.074
gene-AKT1,0.7987012987012987,no,0.015,0.017
gene-HSPA2,0.012987012987012988,yes,-0.001,0.014
gene-HIF1A,0.023809523809523808,yes,0.018,0.066
gene-PIK3R2,0.18614718614718614,no,0.021,0.014
gene-INSR,0.6623376623376623,no,0.017,0.02
gene-NDUFA11,0.816017316017316,no,0.017,0.015
gene-MKNK2,0.6298701298701299,no,0.011,0.008
gene-NDUFA13,0.025974025974025976,yes,0.009,0.025
gene-ATP5F1D,0.02813852813852814,yes,0.019,0.032
gene-GPX4,0.3051948051948052,no,0.029,0.022
gene-SIRT6,1.0,no,0.017,0.017
gene-GADD45B,0.01948051948051948,yes,0.044,0.087
gene-GABARAPL1,1.0,no,0.0,0.0
gene-LOC116502538,0.025974025974025976,yes,0.018,0.03
gene-CC2D1A,0.474025974025974,no,0.021,0.025
gene-AVPR2,0.8874458874458875,no,0.055,0.057
gene-ATP6AP1,1.0,no,0.019,0.019
gene-NDUFB11,0.11038961038961038,no,0.013,0.026
gene-ATP5MC2,0.8722943722943723,no,0.079,0.076
gene-ATP5F1B,0.01948051948051948,yes,0.018,0.043
gene-NR4A1,0.01948051948051948,yes,0.023,0.058
gene-LOC116503018,0.03896103896103896,yes,0.026,0.054
gene-DNAJC22,0.7467532467532467,no,0.043,0.04
gene-LOC116503212,1.0,no,0.0,0.0
gene-PMEL,1.0,no,0.0,0.0
gene-MAP2K6,0.4090909090909091,no,-0.008,-0.011
gene-SOX9,0.06493506493506493,no,0.018,0.035
gene-RPTOR,0.2792207792207792,no,0.008,0.004
gene-SIRT7,0.48268398268398266,no,-0.003,0.003
gene-SPATA20,0.010822510822510822,yes,0.034,0.075
gene-ATP5PD,0.7251082251082251,no,0.031,0.035
gene-GRB2,0.5930735930735931,no,0.039,0.029
gene-FOXJ1,0.7316017316017316,no,-0.082,-0.105
gene-PIK3R5,0.961038961038961,no,0.062,0.06
gene-PIK3R6,0.8982683982683982,no,-0.029,-0.032
gene-NDUFB7,0.9393939393939394,no,0.007,0.006
gene-PRDX2,0.8874458874458875,no,0.045,0.048
gene-ADRB2,0.48484848484848486,no,0.037,0.029
gene-HSPA4,0.3463203463203463,no,0.018,0.008
gene-CATSPER3,0.37662337662337664,no,-0.001,0.012
gene-MAPK9,1.0,no,0.0,0.0
